home_team,away_team,home_goals,away_goals
Club Leon,Toluca,4,0
Guadalajara Chivas,Queretaro,3,2
UNAM Pumas,Juarez,1,1
Santos Laguna,Cruz Azul,3,1
Puebla,Necaxa,3,0
Club Tijuana,Club Leon,1,2
Queretaro,Monarcas,3,1
Cruz Azul,Atl. San Luis,3,1
Monterrey,Atlas,2,0
Guadalajara Chivas,Veracruz,3,1
Pachuca,UNAM Pumas,2,0
Toluca,Santos Laguna,2,2
Juarez,Tigres UANL,1,2
Monarcas,Club Leon,3,3
Necaxa,Queretaro,3,0
Monterrey,Santos Laguna,5,2
Club America,Tigres UANL,1,2
Club Leon,Monarcas,1,2
Queretaro,Necaxa,2,3
Santos Laguna,Monterrey,1,1
Tigres UANL,Club America,2,4
Monterrey,Necaxa,2,1
Monarcas,Club America,2,0
Necaxa,Monterrey,0,1
Club America,Monarcas,2,0
Monterrey,Club America,2,1
Club America,Monterrey,2,1
Monarcas,Toluca,0,1
Club Tijuana,Santos Laguna,2,1
Cruz Azul,Atlas,1,2
Club Leon,Queretaro,3,1
Guadalajara Chivas,Juarez,2,0
Tigres UANL,Atl. San Luis,0,0
UNAM Pumas,Pachuca,2,1
Juarez,UNAM Pumas,4,4
Atl. San Luis,Cruz Azul,2,1
Atlas,Puebla,0,1
Monterrey,Monarcas,2,2
Pachuca,Guadalajara Chivas,0,0
Club America,Tigres UANL,1,0
Toluca,Necaxa,2,3
Queretaro,Club Tijuana,3,0
Santos Laguna,Club Leon,3,2
Puebla,Queretaro,0,1
Club Tijuana,Club America,0,0
Cruz Azul,Santos Laguna,3,0
Tigres UANL,Atlas,2,1
Club Leon,Pachuca,3,0
Guadalajara Chivas,Toluca,2,2
UNAM Pumas,Monterrey,1,0
Necaxa,Atl. San Luis,1,1
Juarez,Monarcas,3,0
Atl. San Luis,Guadalajara Chivas,2,2
Atlas,Club Tijuana,2,1
Monarcas,Club Leon,1,2
Monterrey,Queretaro,1,2
Necaxa,Puebla,2,0
Pachuca,Tigres UANL,2,0
Club America,Juarez,1,3
Santos Laguna,UNAM Pumas,1,1
Toluca,Cruz Azul,3,3
Puebla,Club America,0,1
Necaxa,Monterrey,2,2
Atlas,Monarcas,1,3
Puebla,Santos Laguna,2,2
Club Tijuana,Toluca,1,1
Cruz Azul,Pachuca,3,1
Tigres UANL,Guadalajara Chivas,3,0
Club Leon,Monterrey,3,1
UNAM Pumas,Atl. San Luis,4,0
Queretaro,Club America,1,2
Juarez,Necaxa,2,1
Atl. San Luis,Club Leon,3,1
Monarcas,Club Tijuana,1,1
Pachuca,Puebla,1,0
Toluca,UNAM Pumas,2,3
Club America,Atlas,2,0
Monterrey,Juarez,1,1
Guadalajara Chivas,Cruz Azul,1,2
Necaxa,Queretaro,2,3
Santos Laguna,Tigres UANL,2,1
Atlas,Pachuca,0,2
Puebla,Toluca,2,0
Club Tijuana,Guadalajara Chivas,0,1
Club Leon,Necaxa,2,1
Cruz Azul,Tigres UANL,2,1
Monterrey,Club America,0,1
UNAM Pumas,Monarcas,1,2
Queretaro,Atl. San Luis,0,1
Juarez,Santos Laguna,1,2
Atl. San Luis,Juarez,0,3
Toluca,Monterrey,2,0
Monarcas,Cruz Azul,2,4
Club Tijuana,Puebla,0,1
Pachuca,Queretaro,1,1
Club America,Necaxa,0,3
Tigres UANL,UNAM Pumas,3,0
Guadalajara Chivas,Club Leon,2,0
Santos Laguna,Atlas,1,0
Queretaro,Toluca,1,1
UNAM Pumas,Club America,3,3
Puebla,Tigres UANL,0,0
Cruz Azul,Club Tijuana,4,2
Monterrey,Atl. San Luis,2,2
Pachuca,Santos Laguna,1,0
Atlas,Guadalajara Chivas,1,2
Necaxa,Monarcas,1,2
Juarez,Club Leon,1,4
Monarcas,Queretaro,4,0
Club Tijuana,Pachuca,3,2
Atl. San Luis,Puebla,0,1
Club Leon,UNAM Pumas,3,1
Tigres UANL,Juarez,3,2
Guadalajara Chivas,Monterrey,1,1
Toluca,Atlas,2,3
Santos Laguna,Necaxa,2,1
Club America,Cruz Azul,0,1
Necaxa,Tigres UANL,0,3
Guadalajara Chivas,Club Leon,0,0
Club Tijuana,Atlas,3,1
Cruz Azul,Santos Laguna,2,0
UNAM Pumas,Queretaro,3,2
Atl. San Luis,Juarez,1,1
Pachuca,Club America,1,2
Mazatlan FC,Puebla,1,4
Monterrey,Toluca,3,1
Puebla,Cruz Azul,1,1
Juarez,Necaxa,1,0
Tigres UANL,Pachuca,1,1
Club America,Club Tijuana,4,0
Toluca,Atl. San Luis,3,2
Queretaro,Mazatlan FC,1,1
Santos Laguna,Guadalajara Chivas,2,0
Atlas,UNAM Pumas,1,2
Club Leon,Monterrey,1,0
Pachuca,Queretaro,1,0
Club Tijuana,Tigres UANL,0,0
Necaxa,Club America,1,1
Mazatlan FC,Toluca,2,1
Cruz Azul,Club Leon,2,0
Monterrey,Santos Laguna,2,2
Guadalajara Chivas,Puebla,0,1
UNAM Pumas,Juarez,1,1
Atl. San Luis,Atlas,1,1
Necaxa,Mazatlan FC,1,0
Pachuca,Club Leon,0,1
Tigres UANL,Puebla,2,1
Queretaro,Cruz Azul,1,0
Juarez,Guadalajara Chivas,0,2
UNAM Pumas,Monterrey,1,1
Club Tijuana,Atl. San Luis,0,2
Atlas,Toluca,1,2
Club America,Santos Laguna,3,1
Puebla,Pachuca,0,1
Guadalajara Chivas,Atl. San Luis,2,1
Cruz Azul,Juarez,3,2
Mazatlan FC,UNAM Pumas,0,0
Monterrey,Necaxa,1,1
Toluca,Tigres UANL,3,2
Santos Laguna,Atlas,0,0
Queretaro,Club America,4,1
Club Leon,Club Tijuana,2,1
Necaxa,Santos Laguna,2,1
Juarez,Club Leon,0,0
Atlas,Queretaro,1,0
Tigres UANL,UNAM Pumas,1,1
Club America,Monterrey,1,3
Toluca,Guadalajara Chivas,1,0
Atl. San Luis,Cruz Azul,1,3
Club Tijuana,Puebla,1,0
Pachuca,Mazatlan FC,4,3
Puebla,Toluca,4,1
Mazatlan FC,Tigres UANL,1,1
Atl. San Luis,Club America,1,2
Guadalajara Chivas,Pachuca,0,0
Cruz Azul,Necaxa,3,0
UNAM Pumas,Club Tijuana,3,0
Santos Laguna,Queretaro,2,1
Monterrey,Juarez,2,1
Club Leon,Atlas,2,1
Club America,Mazatlan FC,3,1
Queretaro,Toluca,4,1
Pachuca,Atl. San Luis,3,1
Necaxa,Club Leon,0,2
Club Tijuana,Monterrey,2,1
Juarez,Santos Laguna,1,1
UNAM Pumas,Puebla,4,1
Atlas,Cruz Azul,1,0
Tigres UANL,Guadalajara Chivas,1,3
Atl. San Luis,Necaxa,2,1
Toluca,Juarez,0,1
Monterrey,Atlas,1,1
Guadalajara Chivas,Queretaro,1,1
Puebla,Club America,2,3
Club Leon,Tigres UANL,1,1
Cruz Azul,Pachuca,1,0
Mazatlan FC,Club Tijuana,1,0
Santos Laguna,UNAM Pumas,1,2
Necaxa,Guadalajara Chivas,1,2
Juarez,Puebla,1,0
Atlas,Mazatlan FC,1,1
Tigres UANL,Santos Laguna,2,0
Club America,Toluca,1,1
UNAM Pumas,Atl. San Luis,3,0
Queretaro,Club Leon,2,3
Club Tijuana,Cruz Azul,1,2
Pachuca,Monterrey,1,1
Necaxa,Puebla,0,1
Mazatlan FC,Cruz Azul,2,3
Atlas,Pachuca,0,1
Tigres UANL,Queretaro,3,0
Club America,Guadalajara Chivas,1,0
Toluca,Santos Laguna,1,2
Atl. San Luis,Monterrey,1,2
Club Leon,UNAM Pumas,2,0
Pachuca,Toluca,0,0
Puebla,Queretaro,3,3
Juarez,Atlas,0,1
Guadalajara Chivas,Mazatlan FC,2,1
UNAM Pumas,Necaxa,1,1
Monterrey,Tigres UANL,0,2
Atl. San Luis,Club Leon,0,2
Cruz Azul,Club America,0,0
Club Tijuana,Juarez,2,1
Puebla,Santos Laguna,0,2
Club Leon,Mazatlan FC,2,1
Atlas,Necaxa,0,1
Tigres UANL,Atl. San Luis,3,0
Club America,UNAM Pumas,2,2
Toluca,Cruz Azul,2,0
Juarez,Pachuca,1,1
Queretaro,Monterrey,1,2
Club Tijuana,Guadalajara Chivas,0,0
Santos Laguna,Club Tijuana,2,0
Atl. San Luis,Queretaro,2,1
Necaxa,Club Tijuana,2,0
Mazatlan FC,Juarez,3,2
Monterrey,Puebla,3,1
Guadalajara Chivas,Atlas,3,2
Cruz Azul,Tigres UANL,0,2
UNAM Pumas,Toluca,1,0
Santos Laguna,Pachuca,1,1
Club Leon,Club America,3,2
Puebla,Club Leon,1,2
Queretaro,Necaxa,0,1
Tigres UANL,Juarez,1,1
Club America,Atlas,1,0
Mazatlan FC,Monterrey,1,2
Toluca,Club Tijuana,2,0
Guadalajara Chivas,Cruz Azul,0,2
Santos Laguna,Atl. San Luis,2,1
Pachuca,UNAM Pumas,1,1
Atl. San Luis,Mazatlan FC,0,5
Necaxa,Toluca,3,2
Club Tijuana,Pachuca,0,2
Juarez,Queretaro,1,0
Atlas,Puebla,0,1
UNAM Pumas,Guadalajara Chivas,2,2
Monterrey,Cruz Azul,1,0
Club America,Tigres UANL,3,1
Club Leon,Santos Laguna,2,1
Puebla,Atl. San Luis,1,0
Juarez,Club America,1,1
Guadalajara Chivas,Monterrey,3,1
Pachuca,Necaxa,0,1
Tigres UANL,Atlas,1,1
Cruz Azul,UNAM Pumas,1,2
Toluca,Club Leon,2,2
Santos Laguna,Mazatlan FC,4,0
Queretaro,Club Tijuana,2,2
Santos Laguna,Pachuca,0,3
Guadalajara Chivas,Necaxa,1,0
Tigres UANL,Toluca,2,1
Monterrey,Puebla,2,2
Puebla,Club Leon,2,1
Guadalajara Chivas,Club America,1,0
Tigres UANL,Cruz Azul,1,3
Pachuca,UNAM Pumas,0,1
Club Leon,Puebla,2,0
Club America,Guadalajara Chivas,1,2
UNAM Pumas,Pachuca,0,0
Cruz Azul,Tigres UANL,0,1
Guadalajara Chivas,Club Leon,1,1
Cruz Azul,UNAM Pumas,4,0
Club Leon,Guadalajara Chivas,1,0
UNAM Pumas,Cruz Azul,4,0
UNAM Pumas,Club Leon,1,1
Club Leon,UNAM Pumas,2,0
Puebla,Guadalajara Chivas,1,1
Club Tijuana,UNAM Pumas,0,0
Mazatlan FC,Necaxa,3,2
Atlas,Monterrey,0,2
Tigres UANL,Club Leon,2,0
Club America,Atl. San Luis,2,1
Toluca,Queretaro,3,1
Santos Laguna,Cruz Azul,1,0
Pachuca,Juarez,1,1
Necaxa,Atl. San Luis,1,0
Juarez,Club Tijuana,0,0
Guadalajara Chivas,Toluca,1,1
Cruz Azul,Puebla,0,1
Monterrey,Club America,1,0
UNAM Pumas,Mazatlan FC,3,0
Santos Laguna,Tigres UANL,2,0
Queretaro,Atlas,1,0
Club Leon,Pachuca,0,0
Atl. San Luis,Guadalajara Chivas,3,1
Puebla,Club Tijuana,0,1
Mazatlan FC,Santos Laguna,0,0
Atlas,Tigres UANL,0,2
Toluca,Necaxa,2,0
Queretaro,UNAM Pumas,2,0
Pachuca,Cruz Azul,0,1
Club America,Juarez,2,0
Tigres UANL,Necaxa,1,1
Mazatlan FC,Pachuca,1,0
Guadalajara Chivas,Juarez,1,2
Cruz Azul,Queretaro,4,1
Club Tijuana,Toluca,3,2
UNAM Pumas,Atlas,0,0
Santos Laguna,Club America,1,1
Club Leon,Atl. San Luis,3,1
Puebla,Monterrey,0,0
Atl. San Luis,Club Tijuana,2,2
Queretaro,Pachuca,3,1
Necaxa,Cruz Azul,0,2
Atlas,Santos Laguna,1,1
Club America,Puebla,1,0
Monterrey,UNAM Pumas,1,0
Toluca,Mazatlan FC,4,1
Club Leon,Guadalajara Chivas,1,3
Puebla,Juarez,4,0
Club Tijuana,Club Leon,2,0
Mazatlan FC,Atl. San Luis,0,3
Guadalajara Chivas,Necaxa,2,2
Club America,Queretaro,2,1
Toluca,UNAM Pumas,1,0
Santos Laguna,Monterrey,1,0
Pachuca,Atlas,0,1
Tigres UANL,Cruz Azul,0,2
Atl. San Luis,Santos Laguna,1,0
Necaxa,Monterrey,1,1
Juarez,Mazatlan FC,1,0
Cruz Azul,Toluca,3,2
Atlas,Club America,0,2
UNAM Pumas,Club Leon,0,1
Queretaro,Puebla,1,1
Tigres UANL,Club Tijuana,3,2
Pachuca,Guadalajara Chivas,1,1
Atl. San Luis,Tigres UANL,2,2
Puebla,Necaxa,1,0
Mazatlan FC,Queretaro,3,0
Toluca,Atlas,0,0
Club America,Pachuca,2,0
Club Leon,Cruz Azul,0,1
Monterrey,Club Tijuana,1,1
Santos Laguna,Juarez,3,2
Guadalajara Chivas,UNAM Pumas,2,1
Atlas,Atl. San Luis,3,1
Tigres UANL,Toluca,0,1
Club Leon,Puebla,1,2
Juarez,Monterrey,1,6
Queretaro,Guadalajara Chivas,2,2
Cruz Azul,Mazatlan FC,1,0
Club Tijuana,Club America,0,2
Necaxa,Pachuca,2,2
UNAM Pumas,Santos Laguna,1,0
Atl. San Luis,Toluca,0,0
Puebla,Tigres UANL,1,1
Atlas,Juarez,2,0
Club America,Club Leon,2,1
Monterrey,Queretaro,2,1
Mazatlan FC,Guadalajara Chivas,1,1
Santos Laguna,Necaxa,3,1
UNAM Pumas,Cruz Azul,0,1
Pachuca,Club Tijuana,2,1
Monterrey,Club Leon,1,1
Puebla,Atlas,0,1
Juarez,UNAM Pumas,1,1
Tigres UANL,Mazatlan FC,1,2
Cruz Azul,Monterrey,1,0
Club Tijuana,Santos Laguna,0,1
Toluca,Pachuca,0,2
Queretaro,Atl. San Luis,2,1
Guadalajara Chivas,Club America,0,3
Club Leon,Necaxa,3,1
Pachuca,Tigres UANL,1,0
Necaxa,Juarez,1,0
Mazatlan FC,Club America,0,1
Atl. San Luis,UNAM Pumas,0,1
Cruz Azul,Atlas,3,2
Club Tijuana,Queretaro,3,1
Toluca,Puebla,4,4
Santos Laguna,Club Leon,1,2
Puebla,Mazatlan FC,3,1
Juarez,Cruz Azul,0,1
Atlas,Club Tijuana,1,0
Club America,Necaxa,2,1
Monterrey,Atl. San Luis,2,0
UNAM Pumas,Pachuca,2,2
Guadalajara Chivas,Santos Laguna,1,1
Queretaro,Tigres UANL,0,1
Club Leon,Toluca,2,1
Necaxa,UNAM Pumas,0,1
Juarez,Atl. San Luis,2,1
Atlas,Club Leon,1,3
Cruz Azul,Guadalajara Chivas,1,0
Tigres UANL,Club America,1,3
Toluca,Monterrey,1,2
Queretaro,Santos Laguna,1,0
Club Tijuana,Mazatlan FC,2,3
Pachuca,Puebla,1,3
Juarez,Tigres UANL,2,3
Necaxa,Queretaro,0,0
Mazatlan FC,Atlas,0,0
Atl. San Luis,Puebla,1,4
Guadalajara Chivas,Club Tijuana,2,0
Club America,Cruz Azul,1,1
UNAM Pumas,Tigres UANL,0,0
Santos Laguna,Toluca,3,1
Monterrey,Pachuca,0,1
Club Leon,Juarez,2,0
Monterrey,Guadalajara Chivas,1,2
Puebla,UNAM Pumas,0,0
Club Tijuana,Necaxa,1,0
Mazatlan FC,Club Leon,4,3
Cruz Azul,Atl. San Luis,3,2
Atlas,Guadalajara Chivas,0,1
Tigres UANL,Monterrey,2,1
Toluca,Club America,3,1
Queretaro,Juarez,1,0
Pachuca,Santos Laguna,1,0
Atl. San Luis,Pachuca,1,5
Necaxa,Atlas,1,5
Juarez,Toluca,1,0
Club Leon,Queretaro,2,1
Guadalajara Chivas,Tigres UANL,0,0
Cruz Azul,Club Tijuana,1,1
Monterrey,Mazatlan FC,1,0
Santos Laguna,Puebla,0,0
UNAM Pumas,Club America,0,1
Atlas,Tigres UANL,1,0
Santos Laguna,Queretaro,5,0
Club Leon,Toluca,2,2
Pachuca,Guadalajara Chivas,4,2
Toluca,Cruz Azul,2,1
Atlas,Puebla,1,0
Pachuca,Club America,3,1
Santos Laguna,Monterrey,2,1
Puebla,Atlas,1,0
Cruz Azul,Toluca,3,1
Monterrey,Santos Laguna,1,1
Club America,Pachuca,4,2
Pachuca,Cruz Azul,0,0
Santos Laguna,Puebla,3,0
Cruz Azul,Pachuca,1,0
Puebla,Santos Laguna,1,0
Santos Laguna,Cruz Azul,0,1
Cruz Azul,Santos Laguna,1,1
Queretaro,Club America,0,0
Necaxa,Santos Laguna,0,3
Juarez,Toluca,1,3
Pachuca,Club Leon,4,0
Guadalajara Chivas,Atl. San Luis,1,2
UNAM Pumas,Atlas,0,0
Monterrey,Puebla,1,1
Club Tijuana,Tigres UANL,1,2
Cruz Azul,Mazatlan FC,0,2
Mazatlan FC,Pachuca,2,1
Puebla,Guadalajara Chivas,0,2
Club Leon,Club Tijuana,2,1
Club America,Necaxa,2,1
Monterrey,UNAM Pumas,2,0
Atlas,Juarez,2,0
Toluca,Tigres UANL,3,1
Santos Laguna,Cruz Azul,1,1
Atl. San Luis,Queretaro,1,1
Queretaro,Club Leon,0,1
Mazatlan FC,Monterrey,1,1
Necaxa,Cruz Azul,1,2
Club Tijuana,Toluca,0,2
Guadalajara Chivas,Juarez,2,2
Club America,Puebla,2,0
Tigres UANL,Santos Laguna,1,1
UNAM Pumas,Atl. San Luis,1,3
Pachuca,Atlas,0,1
Atl. San Luis,Necaxa,0,2
Puebla,Tigres UANL,1,1
Juarez,Club Tijuana,1,1
UNAM Pumas,Queretaro,0,0
Club Leon,Mazatlan FC,3,0
Cruz Azul,Toluca,4,0
Monterrey,Pachuca,3,1
Atlas,Club America,0,1
Santos Laguna,Guadalajara Chivas,0,0
Toluca,Mazatlan FC,2,2
Tigres UANL,Queretaro,3,0
Necaxa,UNAM Pumas,3,0
Club Tijuana,Puebla,1,1
Cruz Azul,Monterrey,1,1
Santos Laguna,Atlas,1,1
Guadalajara Chivas,Club Leon,0,3
Juarez,Club America,1,2
Mazatlan FC,Tigres UANL,0,3
Atlas,Toluca,0,0
Club Leon,Santos Laguna,1,1
Atl. San Luis,Cruz Azul,0,0
Monterrey,Guadalajara Chivas,0,0
UNAM Pumas,Puebla,2,0
Club America,Club Tijuana,2,0
Necaxa,Juarez,1,0
Queretaro,Pachuca,0,2
Mazatlan FC,Atl. San Luis,2,2
Puebla,Queretaro,1,0
Club Tijuana,Monterrey,2,2
Guadalajara Chivas,Necaxa,2,1
Tigres UANL,Atlas,1,1
Club Leon,Club America,1,1
Toluca,UNAM Pumas,2,1
Santos Laguna,Juarez,2,0
Cruz Azul,Pachuca,1,1
Puebla,Atl. San Luis,2,2
Juarez,Cruz Azul,2,1
Club Tijuana,Santos Laguna,2,1
Atlas,Monterrey,2,1
Tigres UANL,Club Leon,2,2
Club America,Mazatlan FC,2,0
UNAM Pumas,Guadalajara Chivas,0,0
Queretaro,Necaxa,3,0
Pachuca,Toluca,1,2
Atl. San Luis,Club Tijuana,4,1
Necaxa,Atlas,0,3
Club Leon,Juarez,0,1
Toluca,Club America,3,1
Guadalajara Chivas,Pachuca,1,0
Mazatlan FC,UNAM Pumas,2,2
Cruz Azul,Queretaro,2,0
Monterrey,Tigres UANL,2,0
Santos Laguna,Puebla,1,1
Juarez,Atl. San Luis,1,0
Monterrey,Toluca,2,0
Pachuca,Necaxa,1,0
Puebla,Cruz Azul,1,1
Club Tijuana,Mazatlan FC,0,0
Atlas,Club Leon,2,0
Tigres UANL,UNAM Pumas,0,0
Club America,Guadalajara Chivas,0,0
Toluca,Atl. San Luis,1,2
Santos Laguna,Monterrey,1,2
Necaxa,Club Tijuana,3,0
Mazatlan FC,Juarez,3,1
Atlas,Puebla,0,1
Pachuca,Club America,1,1
Atl. San Luis,Tigres UANL,0,3
Queretaro,Guadalajara Chivas,1,0
Puebla,Pachuca,1,2
Juarez,Monterrey,3,1
Club Leon,Atl. San Luis,0,0
Santos Laguna,Mazatlan FC,1,0
Guadalajara Chivas,Atlas,0,1
Toluca,Queretaro,1,1
Club America,UNAM Pumas,2,0
Tigres UANL,Necaxa,0,0
Club Tijuana,Cruz Azul,0,1
Juarez,Queretaro,0,0
Queretaro,Club Tijuana,1,1
Necaxa,Puebla,0,1
Mazatlan FC,Atlas,1,0
Monterrey,Club Leon,0,1
Atl. San Luis,Club America,0,1
Pachuca,Santos Laguna,1,1
Cruz Azul,Tigres UANL,1,1
UNAM Pumas,Juarez,1,0
Guadalajara Chivas,Toluca,2,0
Queretaro,Monterrey,1,0
Puebla,Mazatlan FC,2,0
Club America,Santos Laguna,2,1
Atlas,Cruz Azul,0,0
Club Leon,UNAM Pumas,1,2
Toluca,Necaxa,1,1
Tigres UANL,Pachuca,3,0
Club Tijuana,Guadalajara Chivas,0,0
Mazatlan FC,Queretaro,2,1
Puebla,Club Leon,0,1
Monterrey,Necaxa,0,1
Club America,Tigres UANL,1,0
Guadalajara Chivas,Cruz Azul,1,1
UNAM Pumas,Club Tijuana,3,1
Atl. San Luis,Atlas,2,6
Santos Laguna,Toluca,2,2
Pachuca,Juarez,1,1
Atlas,Club Tijuana,0,2
Necaxa,Mazatlan FC,2,1
Juarez,Puebla,0,2
Queretaro,Santos Laguna,2,3
Pachuca,UNAM Pumas,1,1
Tigres UANL,Guadalajara Chivas,2,1
Toluca,Club Leon,0,0
Cruz Azul,Club America,2,1
Atl. San Luis,Monterrey,1,1
Pachuca,Atl. San Luis,0,0
Cruz Azul,Club Leon,0,1
UNAM Pumas,Santos Laguna,0,3
Atlas,Queretaro,2,0
Puebla,Toluca,1,0
Mazatlan FC,Guadalajara Chivas,0,1
Club Leon,Necaxa,3,0
Club America,Monterrey,0,0
Tigres UANL,Juarez,3,0
Club Tijuana,Pachuca,3,2
UNAM Pumas,Cruz Azul,4,3
Santos Laguna,Atl. San Luis,0,0
Santos Laguna,Atl. San Luis,2,0
Puebla,Guadalajara Chivas,2,2
Toluca,UNAM Pumas,1,2
Cruz Azul,Monterrey,1,4
UNAM Pumas,Club America,0,0
Monterrey,Atlas,0,0
Puebla,Club Leon,2,1
Santos Laguna,Tigres UANL,2,1
Club America,UNAM Pumas,1,3
Atlas,Monterrey,1,1
Tigres UANL,Santos Laguna,1,0
Club Leon,Puebla,2,0
Tigres UANL,Club Leon,2,1
UNAM Pumas,Atlas,0,1
Club Leon,Tigres UANL,2,1
Atlas,UNAM Pumas,0,1
Club Leon,Atlas,3,2
Atlas,Club Leon,1,0
Atl. San Luis,Pachuca,0,2
Juarez,Necaxa,2,1
Puebla,Club America,1,1
Monterrey,Queretaro,0,0
Cruz Azul,Club Tijuana,2,0
Guadalajara Chivas,Mazatlan FC,3,0
UNAM Pumas,Toluca,5,0
Santos Laguna,Tigres UANL,1,1
Queretaro,UNAM Pumas,1,3
Necaxa,Monterrey,0,4
Atlas,Atl. San Luis,1,0
Tigres UANL,Puebla,0,2
Cruz Azul,Juarez,1,0
Club Tijuana,Club Leon,1,1
Toluca,Santos Laguna,3,1
Pachuca,Guadalajara Chivas,2,1
Club Leon,Atlas,1,1
Atl. San Luis,Juarez,0,1
Mazatlan FC,Toluca,1,2
Guadalajara Chivas,Queretaro,1,1
Club Leon,Pachuca,2,1
Club America,Atlas,0,2
Monterrey,Cruz Azul,2,2
UNAM Pumas,Tigres UANL,1,2
Santos Laguna,Necaxa,1,4
Puebla,Club Tijuana,3,1
Necaxa,Pachuca,1,3
Club America,Atl. San Luis,2,3
Club Tijuana,UNAM Pumas,1,0
Queretaro,Puebla,0,2
Atlas,Santos Laguna,2,1
Tigres UANL,Mazatlan FC,4,3
Club Leon,Cruz Azul,0,1
Juarez,Guadalajara Chivas,1,3
Mazatlan FC,Club Tijuana,2,0
Puebla,Atlas,1,1
Atl. San Luis,Toluca,0,1
Guadalajara Chivas,Tigres UANL,1,3
Cruz Azul,Necaxa,1,2
Santos Laguna,Club America,2,3
UNAM Pumas,Club Leon,2,1
Pachuca,Queretaro,2,2
Mazatlan FC,Club America,2,1
Puebla,Monterrey,1,0
Juarez,Santos Laguna,0,0
Club Tijuana,Necaxa,1,1
Queretaro,Mazatlan FC,2,0
Tigres UANL,Atl. San Luis,2,1
Club Leon,Guadalajara Chivas,2,1
Club America,Pachuca,1,3
Toluca,Cruz Azul,1,4
Atlas,UNAM Pumas,0,0
Pachuca,Mazatlan FC,3,1
Queretaro,Toluca,1,1
Necaxa,Club Leon,0,1
Juarez,Tigres UANL,2,3
Club Tijuana,Atlas,2,0
Monterrey,Atl. San Luis,0,2
Guadalajara Chivas,Puebla,2,3
UNAM Pumas,Club America,0,0
Cruz Azul,Santos Laguna,1,2
Puebla,Juarez,1,1
Toluca,Club Tijuana,1,2
Club America,Queretaro,1,1
Club Leon,Monterrey,0,0
Mazatlan FC,Necaxa,0,0
Atlas,Pachuca,0,1
Tigres UANL,Cruz Azul,2,2
Atl. San Luis,Guadalajara Chivas,2,2
Santos Laguna,UNAM Pumas,3,2
Necaxa,Toluca,0,1
Juarez,Club Leon,0,1
Queretaro,Atlas,0,3
Monterrey,Club America,2,1
Cruz Azul,Puebla,1,3
Guadalajara Chivas,Santos Laguna,1,0
Necaxa,Queretaro,1,0
Juarez,Atlas,1,2
Monterrey,Mazatlan FC,2,1
Club Leon,Tigres UANL,0,3
Cruz Azul,UNAM Pumas,2,1
Guadalajara Chivas,Club America,0,0
Toluca,Pachuca,0,3
Atl. San Luis,Puebla,2,1
Santos Laguna,Club Tijuana,4,0
Monterrey,Juarez,3,0
Queretaro,Atl. San Luis,2,1
Puebla,Santos Laguna,2,2
UNAM Pumas,Necaxa,1,3
Tigres UANL,Monterrey,2,0
Pachuca,Cruz Azul,1,0
Club America,Toluca,3,0
Atlas,Guadalajara Chivas,1,1
Mazatlan FC,Club Leon,1,2
Club Tijuana,Juarez,1,0
UNAM Pumas,Mazatlan FC,1,1
Atl. San Luis,Mazatlan FC,1,0
Cruz Azul,Atlas,1,0
Necaxa,Club America,0,1
Juarez,UNAM Pumas,0,1
Toluca,Puebla,2,1
Club Leon,Queretaro,1,1
Santos Laguna,Pachuca,3,1
Tigres UANL,Club Tijuana,2,0
Toluca,Monterrey,2,2
Atlas,Necaxa,2,1
Pachuca,Tigres UANL,2,1
Club Tijuana,Atl. San Luis,1,1
Puebla,UNAM Pumas,2,2
Mazatlan FC,Cruz Azul,1,1
Atl. San Luis,Club Leon,2,0
Toluca,Guadalajara Chivas,1,1
Monterrey,Santos Laguna,1,0
Club America,Juarez,3,0
Queretaro,Tigres UANL,0,1
Pachuca,Club Tijuana,0,0
Guadalajara Chivas,Monterrey,1,3
Atlas,Mazatlan FC,1,2
Necaxa,Atl. San Luis,4,2
Juarez,Pachuca,1,2
Club Tijuana,Club America,1,3
Club Leon,Puebla,0,1
Santos Laguna,Queretaro,1,1
Tigres UANL,Toluca,3,0
Cruz Azul,Guadalajara Chivas,0,1
UNAM Pumas,Monterrey,2,0
Necaxa,Tigres UANL,2,0
Pachuca,Puebla,1,0
Guadalajara Chivas,Club Tijuana,2,1
Mazatlan FC,Santos Laguna,1,0
Toluca,Juarez,0,1
Atl. San Luis,UNAM Pumas,2,0
Club America,Club Leon,2,0
Monterrey,Atlas,0,0
Queretaro,Cruz Azul,0,1
Puebla,Necaxa,0,1
Juarez,Mazatlan FC,0,2
Pachuca,Monterrey,3,0
Tigres UANL,Club America,0,2
Guadalajara Chivas,UNAM Pumas,3,1
Toluca,Atlas,2,4
Cruz Azul,Atl. San Luis,0,1
Santos Laguna,Club Leon,1,1
Club Tijuana,Queretaro,2,2
Necaxa,Guadalajara Chivas,0,1
Mazatlan FC,Puebla,2,1
Queretaro,Juarez,4,0
Atlas,Tigres UANL,1,1
Monterrey,Club Tijuana,2,0
Club America,Cruz Azul,0,0
UNAM Pumas,Pachuca,2,0
Atl. San Luis,Santos Laguna,1,3
Club Leon,Toluca,4,4
Cruz Azul,Necaxa,1,1
Monterrey,Atl. San Luis,2,2
Puebla,Mazatlan FC,2,2
Guadalajara Chivas,UNAM Pumas,4,1
Atl. San Luis,Pachuca,2,2
Puebla,Club America,1,1
